epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,13700.9,0.90147,1.07601,0.95404,0.58938,0.7181,0.68082,0.52125,0.85789,1.01935,0.99536,0.008251,0.008251,0.008251
55,13890.8,0.90165,1.07788,0.95845,0.61111,0.68759,0.69047,0.52769,0.84891,1.01037,0.98672,0.008218,0.008218,0.008218
56,14090.9,0.9025,1.06366,0.95594,0.58918,0.72745,0.69787,0.53348,0.8573,1.02421,0.99468,0.008185,0.008185,0.008185
57,14292.2,0.89873,1.08369,0.95488,0.60127,0.71122,0.69384,0.52922,0.86043,1.02928,0.98375,0.008152,0.008152,0.008152
58,14493.7,0.90408,1.08323,0.95988,0.57089,0.71012,0.67213,0.51446,0.85979,1.03066,0.99884,0.008119,0.008119,0.008119
59,14691.4,0.90272,1.0606,0.95596,0.60649,0.70655,0.69805,0.53443,0.84753,1.00286,0.99633,0.008086,0.008086,0.008086
60,14875.3,0.892,1.06189,0.95534,0.60691,0.70682,0.70097,0.5371,0.85136,1.01989,0.99628,0.008053,0.008053,0.008053
61,15058.1,0.89522,1.04998,0.95174,0.57154,0.72002,0.67629,0.51535,0.85166,1.01657,1.00391,0.00802,0.00802,0.00802
62,15241.8,0.89201,1.06203,0.9547,0.59606,0.72525,0.69592,0.53353,0.85127,1.01277,0.99713,0.007987,0.007987,0.007987
63,15425.8,0.90302,1.06391,0.95569,0.61319,0.69801,0.69837,0.53372,0.85229,1.00122,1.00196,0.007954,0.007954,0.007954
64,15757.8,0.89938,1.05339,0.95692,0.6037,0.71097,0.68725,0.52877,0.85434,1.00078,1.00024,0.007921,0.007921,0.007921
65,16091.9,0.89672,1.03971,0.96246,0.59737,0.73121,0.703,0.53877,0.84909,0.97173,0.99486,0.007888,0.007888,0.007888
66,16429.2,0.89833,1.05946,0.95931,0.60817,0.7313,0.70062,0.53821,0.84832,0.97363,0.99788,0.007855,0.007855,0.007855
67,16773.3,0.90177,1.04742,0.95744,0.60682,0.7137,0.70093,0.53862,0.84549,0.99641,0.99126,0.007822,0.007822,0.007822
68,16950.7,0.90303,1.04777,0.95722,0.60729,0.72745,0.70462,0.53868,0.85321,0.96707,0.99672,0.007789,0.007789,0.007789
69,17128.4,0.88865,1.031,0.95403,0.61901,0.71562,0.7065,0.54377,0.84297,0.97112,0.99013,0.007756,0.007756,0.007756
70,17305.7,0.89394,1.06171,0.95796,0.61244,0.73157,0.70779,0.54225,0.8579,0.99242,0.99235,0.007723,0.007723,0.007723
71,17483.3,0.89451,1.02088,0.95325,0.59847,0.7379,0.69567,0.53348,0.84815,0.97985,0.99219,0.00769,0.00769,0.00769
72,17660.7,0.89308,1.03841,0.95529,0.59991,0.71232,0.69509,0.53161,0.85747,0.98688,1.00508,0.007657,0.007657,0.007657
73,17838.1,0.89059,1.03614,0.95213,0.61257,0.71095,0.70382,0.54048,0.84688,0.98704,0.99624,0.007624,0.007624,0.007624
74,18015.5,0.88355,1.02482,0.95127,0.61486,0.70162,0.69781,0.53739,0.84716,0.99644,0.99507,0.007591,0.007591,0.007591
75,18193.1,0.89224,1.04037,0.9561,0.61236,0.72305,0.69874,0.53747,0.85193,0.97989,1.00087,0.007558,0.007558,0.007558
76,18371.6,0.88423,1.03349,0.94832,0.6237,0.69802,0.70951,0.54416,0.84632,0.98386,0.98859,0.007525,0.007525,0.007525
77,18549.5,0.88973,1.02039,0.95403,0.59025,0.74521,0.70826,0.54465,0.84948,0.97874,0.98692,0.007492,0.007492,0.007492
78,18727.7,0.88203,1.02169,0.95034,0.62286,0.71287,0.71385,0.54949,0.84549,0.96811,0.98904,0.007459,0.007459,0.007459
79,18906,0.89294,1.01465,0.95449,0.61222,0.7192,0.70371,0.54233,0.84888,0.96606,0.99575,0.007426,0.007426,0.007426
80,19084.3,0.89029,1.03132,0.94747,0.60246,0.73432,0.70352,0.54199,0.84528,0.97022,0.98301,0.007393,0.007393,0.007393
81,19262.5,0.88302,1.0101,0.95024,0.60727,0.73075,0.714,0.5487,0.85032,0.95904,0.99202,0.00736,0.00736,0.00736
82,19440.8,0.88421,1.00326,0.95335,0.60315,0.72222,0.70867,0.54399,0.84678,0.95933,1.00076,0.007327,0.007327,0.007327
83,19619.3,0.88794,1.00879,0.95479,0.62618,0.70792,0.71522,0.5503,0.84618,0.95361,0.99221,0.007294,0.007294,0.007294
84,19797.5,0.88233,1.00928,0.95629,0.60684,0.69788,0.70426,0.53877,0.85051,0.96673,0.99976,0.007261,0.007261,0.007261
85,19976.9,0.89434,0.99599,0.95468,0.62134,0.73154,0.7108,0.54677,0.84322,0.96466,1.00062,0.007228,0.007228,0.007228
86,20155.9,0.89342,1.00666,0.95631,0.61219,0.73047,0.7158,0.55107,0.84472,0.96604,1.00423,0.007195,0.007195,0.007195
87,20335.2,0.87765,1.0164,0.95223,0.61795,0.71865,0.70581,0.54326,0.84697,0.98673,0.99599,0.007162,0.007162,0.007162
88,20514.5,0.88226,1.00047,0.9581,0.63631,0.70517,0.71233,0.54687,0.84924,0.95647,0.99726,0.007129,0.007129,0.007129
89,20693.3,0.88132,0.99675,0.94985,0.62839,0.71782,0.71758,0.55116,0.8475,0.96419,0.99801,0.007096,0.007096,0.007096
90,20872.4,0.87906,1.00344,0.95067,0.63217,0.70287,0.71204,0.54754,0.84212,0.94991,0.99611,0.007063,0.007063,0.007063
91,21051.1,0.88112,0.97701,0.94833,0.62047,0.71562,0.71039,0.54695,0.83741,0.95189,0.98874,0.00703,0.00703,0.00703
92,21229.3,0.87144,0.98779,0.94604,0.62948,0.71727,0.71435,0.54902,0.84353,0.96209,0.99247,0.006997,0.006997,0.006997
93,21407.7,0.87219,0.99391,0.94674,0.62364,0.71837,0.7071,0.54478,0.84143,0.97347,0.98864,0.006964,0.006964,0.006964
94,21585.9,0.88411,0.98066,0.95097,0.61873,0.72882,0.71112,0.54708,0.84476,0.95393,0.99734,0.006931,0.006931,0.006931
95,21763.9,0.87911,0.97395,0.95151,0.62796,0.71425,0.71577,0.55218,0.84265,0.95726,0.99543,0.006898,0.006898,0.006898
96,21942.1,0.87769,0.98972,0.95172,0.60946,0.73075,0.71203,0.54738,0.84683,0.95887,1.00103,0.006865,0.006865,0.006865
97,22120.7,0.87543,0.97485,0.94646,0.61888,0.72112,0.71105,0.54981,0.84067,0.95453,1.00017,0.006832,0.006832,0.006832
98,22298.6,0.88062,0.96627,0.95067,0.6183,0.73332,0.71583,0.55064,0.84233,0.9595,0.99994,0.006799,0.006799,0.006799
99,22476.7,0.88302,0.96775,0.9552,0.61907,0.73971,0.71778,0.55312,0.84454,0.95945,0.99918,0.006766,0.006766,0.006766
100,22654.4,0.8702,0.96442,0.95037,0.61527,0.70325,0.70813,0.54404,0.84596,0.97275,0.99752,0.006733,0.006733,0.006733
101,22832.2,0.87423,0.97905,0.95561,0.62045,0.72057,0.71468,0.55241,0.83845,0.96044,0.99894,0.0067,0.0067,0.0067
102,23010,0.87536,0.95968,0.95641,0.62838,0.71433,0.72021,0.55593,0.84191,0.95699,1.00266,0.006667,0.006667,0.006667
103,23187.9,0.87448,0.97145,0.94836,0.61773,0.74175,0.72202,0.55607,0.84041,0.94083,0.99923,0.006634,0.006634,0.006634
104,23365.8,0.87165,0.96389,0.95262,0.61699,0.72882,0.71517,0.55186,0.8439,0.96087,0.99183,0.006601,0.006601,0.006601
105,23543.4,0.87202,0.94999,0.953,0.62225,0.73845,0.7188,0.55486,0.84374,0.95907,0.99694,0.006568,0.006568,0.006568
106,23721.4,0.87543,0.95307,0.94242,0.59979,0.74771,0.70999,0.54933,0.84299,0.94814,0.99111,0.006535,0.006535,0.006535
107,23900.4,0.87493,0.9675,0.9445,0.62558,0.72222,0.7168,0.55544,0.83912,0.94797,0.98876,0.006502,0.006502,0.006502
108,24078.6,0.86497,0.95855,0.94667,0.60727,0.7269,0.71367,0.55071,0.84536,0.96776,0.99874,0.006469,0.006469,0.006469
109,24257,0.8748,0.95698,0.94627,0.62975,0.71243,0.71666,0.55214,0.84539,0.9659,0.99882,0.006436,0.006436,0.006436
110,24435.5,0.87692,0.96585,0.94833,0.61749,0.73834,0.71534,0.55167,0.84262,0.95456,0.99285,0.006403,0.006403,0.006403
111,24614,0.8667,0.96847,0.9446,0.62469,0.72332,0.71946,0.55477,0.84297,0.97623,0.99627,0.00637,0.00637,0.00637
112,24793,0.86459,0.94434,0.94774,0.62299,0.72307,0.71696,0.55107,0.84289,0.96155,0.99628,0.006337,0.006337,0.006337
113,24971.4,0.86803,0.93509,0.95005,0.63805,0.70105,0.71651,0.55171,0.84702,0.96554,1.00208,0.006304,0.006304,0.006304
114,25149.9,0.86296,0.93984,0.95041,0.63197,0.72167,0.72194,0.55533,0.85021,0.9573,1.00308,0.006271,0.006271,0.006271
115,25328.3,0.86976,0.95744,0.95449,0.62297,0.7225,0.71872,0.55323,0.84291,0.9559,0.99933,0.006238,0.006238,0.006238
116,25505.7,0.86832,0.95039,0.94437,0.62845,0.71407,0.71387,0.5511,0.84468,0.96594,0.99469,0.006205,0.006205,0.006205
117,25683.3,0.86869,0.94741,0.94624,0.63366,0.71261,0.71701,0.55299,0.84457,0.96154,0.99701,0.006172,0.006172,0.006172
118,25860.8,0.85967,0.93799,0.93881,0.63055,0.71232,0.71718,0.55443,0.83959,0.95165,0.99549,0.006139,0.006139,0.006139
119,26038.2,0.86996,0.92521,0.95187,0.62876,0.7104,0.71814,0.55368,0.84252,0.95735,1.00127,0.006106,0.006106,0.006106
120,26215.7,0.87003,0.94926,0.94723,0.63169,0.70627,0.71379,0.55111,0.83906,0.95719,0.99883,0.006073,0.006073,0.006073
121,26392.7,0.86151,0.9387,0.95001,0.6168,0.73542,0.71802,0.55498,0.83911,0.95972,1.00018,0.00604,0.00604,0.00604
122,26569.9,0.86476,0.91573,0.94894,0.62124,0.71905,0.7132,0.55121,0.84067,0.95471,1.00376,0.006007,0.006007,0.006007
123,26748.1,0.86097,0.92632,0.94862,0.63654,0.71287,0.71692,0.55305,0.84032,0.96164,1.00272,0.005974,0.005974,0.005974
124,26925.7,0.85619,0.91281,0.9441,0.6454,0.71131,0.72051,0.55563,0.83956,0.95006,1.00045,0.005941,0.005941,0.005941
125,27103.7,0.85411,0.91412,0.94558,0.64367,0.72584,0.72162,0.55798,0.83726,0.9608,0.99894,0.005908,0.005908,0.005908
126,27282.2,0.86704,0.93459,0.95009,0.62943,0.72772,0.72612,0.56087,0.84473,0.94952,1.00042,0.005875,0.005875,0.005875
127,27461,0.87124,0.92026,0.95225,0.64287,0.71342,0.72454,0.55854,0.84102,0.94834,0.99557,0.005842,0.005842,0.005842
128,27639.3,0.86133,0.89413,0.94975,0.64464,0.69499,0.72046,0.55519,0.84044,0.96269,1.00008,0.005809,0.005809,0.005809
129,27818.2,0.85878,0.91499,0.94937,0.65101,0.70407,0.71976,0.55329,0.8425,0.97414,0.9994,0.005776,0.005776,0.005776
130,27997.6,0.86473,0.91666,0.94742,0.64203,0.70243,0.72092,0.55531,0.84266,0.96274,0.9985,0.005743,0.005743,0.005743
131,28176.4,0.86103,0.90318,0.94933,0.6385,0.70517,0.72029,0.55591,0.8401,0.95655,0.99863,0.00571,0.00571,0.00571
132,28354.7,0.86768,0.92484,0.94876,0.64561,0.70396,0.72091,0.55718,0.83955,0.94663,1.00047,0.005677,0.005677,0.005677
133,28532.1,0.85669,0.9087,0.94788,0.62325,0.72387,0.72048,0.55542,0.8425,0.95962,1.00283,0.005644,0.005644,0.005644
134,28710.3,0.85583,0.88253,0.94606,0.62582,0.71296,0.71876,0.55238,0.84193,0.97316,1.00015,0.005611,0.005611,0.005611
135,28888.1,0.85434,0.89401,0.94502,0.62971,0.71653,0.72254,0.55648,0.84162,0.9522,1.00474,0.005578,0.005578,0.005578
136,29066.1,0.85201,0.89566,0.94737,0.63267,0.71576,0.72091,0.55647,0.84455,0.95595,1.00493,0.005545,0.005545,0.005545
137,29244,0.86208,0.90752,0.95449,0.63767,0.71397,0.72243,0.55611,0.84763,0.9546,1.0065,0.005512,0.005512,0.005512
138,29421.7,0.85829,0.88776,0.94305,0.62691,0.72277,0.71785,0.5533,0.84831,0.96362,1.0027,0.005479,0.005479,0.005479
139,29599.3,0.8462,0.90012,0.94245,0.64109,0.7038,0.71565,0.55115,0.84582,0.96702,1.00417,0.005446,0.005446,0.005446
140,29777.8,0.86025,0.88555,0.9467,0.64429,0.70325,0.7155,0.55109,0.84871,0.95266,1.00343,0.005413,0.005413,0.005413
141,29955.7,0.85496,0.8842,0.9464,0.62117,0.7328,0.72029,0.55465,0.84928,0.946,1.00222,0.00538,0.00538,0.00538
142,30133.3,0.84953,0.8748,0.94928,0.62416,0.72222,0.71927,0.55432,0.84909,0.95384,1.00289,0.005347,0.005347,0.005347
143,30310.8,0.85468,0.87527,0.94519,0.62373,0.73047,0.72072,0.55679,0.84762,0.96488,1.00183,0.005314,0.005314,0.005314
144,30489.4,0.8528,0.87791,0.94443,0.62923,0.72017,0.7178,0.55318,0.84464,0.96605,1.0009,0.005281,0.005281,0.005281
145,30667.5,0.84864,0.867,0.94027,0.63502,0.70389,0.71635,0.5532,0.84374,0.97173,1.0027,0.005248,0.005248,0.005248
146,30845.7,0.85355,0.8842,0.94727,0.63775,0.69609,0.71581,0.55194,0.84444,0.97742,1.00476,0.005215,0.005215,0.005215
147,31024,0.85122,0.87093,0.94477,0.64698,0.69307,0.71835,0.55568,0.84501,0.97235,1.00303,0.005182,0.005182,0.005182
148,31201.7,0.84886,0.86252,0.94439,0.63957,0.71545,0.7219,0.55742,0.84273,0.95456,1.00319,0.005149,0.005149,0.005149
149,31380,0.8531,0.85896,0.941,0.6405,0.71049,0.72286,0.55828,0.84351,0.96151,1.00061,0.005116,0.005116,0.005116
150,31559.2,0.84771,0.85853,0.94919,0.63916,0.71452,0.72188,0.5572,0.84313,0.96757,1.00478,0.005083,0.005083,0.005083
151,31737.8,0.8589,0.86314,0.94533,0.64353,0.71397,0.72404,0.5598,0.84414,0.96103,1.00427,0.00505,0.00505,0.00505
152,31916.5,0.84205,0.8648,0.94066,0.6484,0.69114,0.72028,0.5551,0.84366,0.96452,1.00718,0.005017,0.005017,0.005017
153,32096.1,0.85087,0.86017,0.94445,0.63983,0.69767,0.72297,0.55734,0.84284,0.97934,1.00542,0.004984,0.004984,0.004984
154,32283.8,0.84608,0.8509,0.94257,0.62966,0.71205,0.7199,0.55589,0.84279,0.97959,1.00527,0.004951,0.004951,0.004951
155,32472,0.84566,0.83433,0.94036,0.63029,0.71947,0.72112,0.55698,0.84076,0.97912,0.99935,0.004918,0.004918,0.004918
156,32660.2,0.84735,0.84598,0.94318,0.63496,0.71425,0.72259,0.55624,0.84406,0.97838,1.00092,0.004885,0.004885,0.004885
157,32848.6,0.84795,0.85365,0.94493,0.60699,0.74421,0.7225,0.55685,0.84487,0.98259,1.00278,0.004852,0.004852,0.004852
158,33031.5,0.84348,0.85708,0.93914,0.62152,0.72415,0.72234,0.55762,0.84534,0.98537,1.00249,0.004819,0.004819,0.004819
159,33211.9,0.84146,0.84803,0.93613,0.6033,0.739,0.71918,0.55421,0.84963,0.99333,1.00356,0.004786,0.004786,0.004786
160,33393.3,0.84278,0.84275,0.94152,0.65086,0.68344,0.71644,0.55213,0.84643,0.99946,1.00274,0.004753,0.004753,0.004753
161,33583.6,0.85002,0.84505,0.94584,0.62741,0.70517,0.71511,0.55101,0.84613,1.00076,1.00493,0.00472,0.00472,0.00472
162,33768,0.8383,0.84056,0.9448,0.61363,0.7302,0.71782,0.55393,0.84514,1.00189,1.00234,0.004687,0.004687,0.004687
163,33952.5,0.83918,0.84792,0.93658,0.61865,0.72937,0.71789,0.55487,0.84264,1.00142,1.00179,0.004654,0.004654,0.004654
164,34136.5,0.84145,0.82575,0.94264,0.61765,0.73652,0.71889,0.55458,0.84408,1.01217,1.00636,0.004621,0.004621,0.004621
165,34318.5,0.83377,0.82689,0.94245,0.61289,0.72827,0.71411,0.54897,0.84656,1.0205,1.00784,0.004588,0.004588,0.004588
166,34500.9,0.8415,0.81655,0.94245,0.61701,0.71601,0.71293,0.54863,0.84624,1.02545,1.00722,0.004555,0.004555,0.004555
167,34683.6,0.83672,0.81767,0.93508,0.61776,0.72674,0.71364,0.55069,0.84273,1.01642,1.00489,0.004522,0.004522,0.004522
168,34865.4,0.838,0.82267,0.9404,0.62746,0.71122,0.71578,0.55264,0.84407,1.01093,1.00244,0.004489,0.004489,0.004489
169,35045.8,0.83453,0.81566,0.93585,0.63351,0.7049,0.7156,0.55333,0.84233,1.01398,1.00281,0.004456,0.004456,0.004456
170,35226.4,0.83168,0.81323,0.94262,0.62266,0.71661,0.71398,0.55153,0.84477,1.01236,1.00393,0.004423,0.004423,0.004423
171,35407.4,0.8399,0.81183,0.94527,0.62949,0.71205,0.71408,0.55113,0.84575,1.01637,1.00484,0.00439,0.00439,0.00439
172,35587.5,0.84048,0.8053,0.94137,0.62837,0.7115,0.71747,0.55508,0.84402,1.01187,1.00375,0.004357,0.004357,0.004357
173,35768.2,0.8404,0.82257,0.93961,0.63311,0.70572,0.71704,0.55385,0.84739,1.01405,1.00436,0.004324,0.004324,0.004324
174,35948.8,0.83319,0.80826,0.93786,0.62702,0.71067,0.71596,0.5547,0.8474,1.01646,1.0034,0.004291,0.004291,0.004291
175,36129.9,0.83698,0.81047,0.94301,0.64025,0.69637,0.71494,0.55323,0.84942,1.02509,1.00592,0.004258,0.004258,0.004258
176,36406.1,0.82897,0.79463,0.93599,0.65293,0.68207,0.71439,0.55286,0.84789,1.02832,1.00501,0.004225,0.004225,0.004225
177,36668.3,0.83134,0.79128,0.93422,0.63171,0.7137,0.71259,0.55119,0.84602,1.03116,1.00577,0.004192,0.004192,0.004192
178,36850,0.83029,0.78979,0.93792,0.62651,0.72167,0.71402,0.55189,0.8468,1.02435,1.00576,0.004159,0.004159,0.004159
179,37033.3,0.82427,0.78533,0.93353,0.63548,0.71342,0.71552,0.55302,0.84888,1.03129,1.00507,0.004126,0.004126,0.004126
180,37376.7,0.82205,0.7913,0.934,0.63131,0.72112,0.71471,0.5518,0.85038,1.04053,1.00552,0.004093,0.004093,0.004093
181,37707.5,0.83118,0.7993,0.93846,0.63931,0.7049,0.71406,0.55059,0.85199,1.04173,1.00591,0.00406,0.00406,0.00406
182,38027.1,0.82432,0.79865,0.93291,0.64912,0.70113,0.71307,0.55051,0.85069,1.03692,1.00797,0.004027,0.004027,0.004027
183,38383.1,0.83181,0.7816,0.93879,0.636,0.70847,0.71133,0.54847,0.85061,1.03364,1.01011,0.003994,0.003994,0.003994
184,38690.8,0.82249,0.76457,0.9392,0.63758,0.70738,0.71167,0.54906,0.85051,1.03207,1.01097,0.003961,0.003961,0.003961
185,39030.1,0.82759,0.78115,0.93962,0.62674,0.71487,0.71026,0.54783,0.85155,1.04368,1.01065,0.003928,0.003928,0.003928
186,39374.5,0.82023,0.78476,0.93841,0.61305,0.72717,0.70909,0.54716,0.85069,1.0495,1.01233,0.003895,0.003895,0.003895
187,39705.1,0.83046,0.76979,0.93858,0.62932,0.7093,0.70972,0.54658,0.85258,1.05325,1.01372,0.003862,0.003862,0.003862
188,40037.5,0.82427,0.76971,0.93762,0.62106,0.71716,0.70942,0.54661,0.85238,1.05503,1.01278,0.003829,0.003829,0.003829
189,40227.2,0.82292,0.76728,0.93995,0.63451,0.69994,0.71005,0.54732,0.851,1.05768,1.01142,0.003796,0.003796,0.003796
190,40409,0.82427,0.76891,0.9353,0.65007,0.68414,0.70935,0.54595,0.85002,1.05455,1.00858,0.003763,0.003763,0.003763
191,40699.8,0.82644,0.76725,0.93912,0.63267,0.706,0.7113,0.54861,0.85073,1.05616,1.00758,0.00373,0.00373,0.00373
