epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,9187.58,1.88842,2.33698,2.00118,0.59866,0.68454,0.67303,0.516,1.7519,2.02208,2.08657,0.00868,0.00868,0.00868
42,9406.49,1.89059,2.32895,2.01443,0.58465,0.69955,0.66605,0.51019,1.74338,2.04841,2.06374,0.008647,0.008647,0.008647
43,9625.31,1.88262,2.3242,1.99763,0.58312,0.68592,0.65888,0.50252,1.75659,2.03262,2.03985,0.008614,0.008614,0.008614
44,9843.95,1.88592,2.35816,1.99709,0.59016,0.68989,0.6731,0.51106,1.77833,2.06049,2.09542,0.008581,0.008581,0.008581
45,10063.2,1.87975,2.35274,2.0044,0.58339,0.69197,0.66338,0.50684,1.76304,2.0276,2.08689,0.008548,0.008548,0.008548
46,10283.8,1.88023,2.34173,2.00342,0.5819,0.71082,0.67682,0.51374,1.76844,2.08448,2.06965,0.008515,0.008515,0.008515
47,10503.2,1.87776,2.32186,1.99485,0.59135,0.68977,0.66816,0.50979,1.7821,2.04042,2.08671,0.008482,0.008482,0.008482
48,10756.4,1.88475,2.27648,1.99334,0.5889,0.69747,0.66939,0.51253,1.74931,2.02275,2.04801,0.008449,0.008449,0.008449
49,11115.3,1.87686,2.33762,1.98433,0.57508,0.68179,0.66017,0.50737,1.73516,2.06454,2.04714,0.008416,0.008416,0.008416
50,11502.1,1.86706,2.33308,1.9908,0.58431,0.706,0.67569,0.51779,1.7459,2.05423,2.08897,0.008383,0.008383,0.008383
51,11921.1,1.85566,2.28661,2.00142,0.60051,0.69142,0.67925,0.52087,1.73944,2.06598,2.08854,0.00835,0.00835,0.00835
52,12339.9,1.87703,2.30085,2.00217,0.58829,0.70215,0.67787,0.51688,1.76925,1.97652,2.0866,0.008317,0.008317,0.008317
53,12776.7,1.87072,2.27885,1.99981,0.59677,0.7016,0.68007,0.52173,1.763,2.05177,2.07726,0.008284,0.008284,0.008284
54,13202,1.87353,2.28732,1.99446,0.57487,0.73405,0.68369,0.52373,1.74825,1.96881,2.09048,0.008251,0.008251,0.008251
55,13602.2,1.84584,2.28719,1.99674,0.59495,0.67574,0.67651,0.51441,1.73453,1.96863,2.06138,0.008218,0.008218,0.008218
56,13959.3,1.84943,2.22269,1.99727,0.60566,0.68895,0.68779,0.52773,1.72983,1.98417,2.06614,0.008185,0.008185,0.008185
57,14323.4,1.86686,2.28535,1.99321,0.58863,0.70522,0.6795,0.52025,1.73717,2.02936,2.07922,0.008152,0.008152,0.008152
58,14744,1.86788,2.2643,1.99585,0.58452,0.68647,0.67158,0.51488,1.73536,1.99321,2.05689,0.008119,0.008119,0.008119
59,15146.2,1.86218,2.19711,1.99135,0.60794,0.70105,0.69216,0.53249,1.72635,1.94133,2.05169,0.008086,0.008086,0.008086
60,15545.4,1.85745,2.25186,1.98187,0.60047,0.70215,0.6876,0.52868,1.76278,1.95958,2.06484,0.008053,0.008053,0.008053
61,15927.7,1.84372,2.2278,1.97079,0.60033,0.7038,0.69098,0.52883,1.74564,1.95905,2.05532,0.00802,0.00802,0.00802
62,16323.1,1.85769,2.24516,1.98886,0.62248,0.68113,0.69133,0.53061,1.73389,1.96204,2.07195,0.007987,0.007987,0.007987
63,16594.3,1.87094,2.23742,1.98979,0.59607,0.70352,0.68668,0.52594,1.73762,2.00894,2.06901,0.007954,0.007954,0.007954
64,16809.2,1.84814,2.23302,1.99747,0.59144,0.70875,0.68399,0.52488,1.73405,1.97107,2.07212,0.007921,0.007921,0.007921
65,17023.6,1.83827,2.21353,1.98564,0.60054,0.67354,0.67912,0.52078,1.73002,1.96893,2.05523,0.007888,0.007888,0.007888
66,17238.3,1.85639,2.17755,1.98379,0.58961,0.70572,0.68183,0.52408,1.7392,1.98597,2.04839,0.007855,0.007855,0.007855
67,17453.1,1.8417,2.19843,1.9667,0.57855,0.70462,0.67234,0.51836,1.72333,1.96935,2.04812,0.007822,0.007822,0.007822
68,17669,1.83032,2.2071,1.97583,0.59737,0.71205,0.6866,0.52658,1.7326,2.00268,2.06245,0.007789,0.007789,0.007789
69,17884.9,1.84425,2.15349,1.97521,0.59428,0.71755,0.68866,0.53023,1.7217,1.9372,2.05024,0.007756,0.007756,0.007756
70,18100.5,1.82902,2.20367,1.98322,0.56703,0.7192,0.67072,0.51429,1.73994,1.92898,2.08594,0.007723,0.007723,0.007723
71,18316,1.84518,2.21529,1.98053,0.59561,0.72635,0.69117,0.5293,1.72663,1.93107,2.06404,0.00769,0.00769,0.00769
72,18529.7,1.82632,2.18112,1.97242,0.60745,0.69583,0.69139,0.53236,1.71709,1.98636,2.06211,0.007657,0.007657,0.007657
73,18742.6,1.82087,2.1685,1.993,0.59005,0.72195,0.69212,0.53324,1.71928,1.93356,2.06963,0.007624,0.007624,0.007624
74,18955.8,1.8333,2.21317,1.98432,0.5964,0.71782,0.69215,0.53284,1.72251,1.94863,2.07091,0.007591,0.007591,0.007591
75,19169.4,1.82206,2.13501,1.97309,0.60286,0.72644,0.69606,0.53718,1.72748,1.93311,2.06378,0.007558,0.007558,0.007558
76,19385.8,1.83448,2.15959,1.96567,0.61927,0.68069,0.69177,0.53433,1.7236,1.9952,2.05118,0.007525,0.007525,0.007525
77,19602.2,1.82177,2.11444,1.97003,0.59634,0.70739,0.6881,0.52923,1.72789,1.94308,2.05716,0.007492,0.007492,0.007492
78,19818.6,1.82769,2.16608,1.97517,0.60547,0.70077,0.6935,0.53337,1.72607,1.98482,2.06255,0.007459,0.007459,0.007459
79,20034.8,1.8437,2.15864,1.97372,0.60898,0.70682,0.691,0.53332,1.71312,1.94294,2.03792,0.007426,0.007426,0.007426
80,20249.9,1.82208,2.1387,1.9674,0.60339,0.70737,0.68652,0.5313,1.70878,1.90991,2.03917,0.007393,0.007393,0.007393
81,20464.9,1.83378,2.18034,1.96182,0.59283,0.72662,0.692,0.53546,1.71057,1.92123,2.04343,0.00736,0.00736,0.00736
82,20679.8,1.81548,2.17842,1.96465,0.58493,0.72112,0.6917,0.53335,1.72044,1.94006,2.05498,0.007327,0.007327,0.007327
83,20895.5,1.81426,2.14387,1.96092,0.61039,0.71452,0.70061,0.54075,1.71207,1.92936,2.03436,0.007294,0.007294,0.007294
84,21111.5,1.80798,2.07252,1.97321,0.60454,0.73912,0.70284,0.54345,1.70523,1.91381,2.04298,0.007261,0.007261,0.007261
85,21331.5,1.82124,2.06275,1.96865,0.6079,0.71782,0.70227,0.54202,1.72419,1.91768,2.063,0.007228,0.007228,0.007228
86,21548.2,1.80757,2.12209,1.96381,0.6064,0.711,0.70037,0.53858,1.72747,1.91252,2.06433,0.007195,0.007195,0.007195
87,21764.4,1.81698,2.12968,1.98027,0.59236,0.72497,0.69325,0.53677,1.7319,1.9303,2.055,0.007162,0.007162,0.007162
88,21980.5,1.82133,2.10717,1.97686,0.59934,0.73377,0.70009,0.541,1.71245,1.91794,2.04993,0.007129,0.007129,0.007129
89,22197.4,1.81189,2.04079,1.96994,0.62554,0.69697,0.70349,0.54245,1.71026,1.91429,2.04839,0.007096,0.007096,0.007096
90,22413.6,1.81191,2.03838,1.95609,0.60191,0.73312,0.70437,0.54373,1.71624,1.90576,2.05991,0.007063,0.007063,0.007063
91,22630.2,1.81486,2.07081,1.96904,0.60654,0.70338,0.69598,0.53806,1.7104,1.93463,2.04387,0.00703,0.00703,0.00703
92,22845.2,1.79484,2.0483,1.96148,0.61567,0.69391,0.69191,0.53341,1.71643,1.94668,2.04979,0.006997,0.006997,0.006997
93,23059.2,1.80813,2.06114,1.9558,0.61304,0.69628,0.69649,0.53812,1.70954,1.93259,2.04832,0.006964,0.006964,0.006964
94,23276,1.80326,2.02805,1.953,0.60161,0.71617,0.69741,0.5398,1.71523,1.87842,2.03362,0.006931,0.006931,0.006931
95,23491.3,1.81594,2.02407,1.94997,0.59734,0.7203,0.69568,0.53764,1.7074,1.92512,2.02563,0.006898,0.006898,0.006898
96,23704.1,1.80475,2.08667,1.96321,0.60161,0.7082,0.69387,0.53595,1.70849,1.90831,2.03467,0.006865,0.006865,0.006865
97,23917.1,1.80122,2.04786,1.94824,0.5995,0.72992,0.70001,0.54115,1.70485,1.90619,2.03304,0.006832,0.006832,0.006832
98,24129.6,1.80414,2.02657,1.96351,0.59929,0.7042,0.6982,0.53875,1.7119,1.91792,2.03762,0.006799,0.006799,0.006799
99,24342.7,1.81886,2.07055,1.96614,0.60196,0.72635,0.70446,0.54281,1.72059,1.93908,2.0608,0.006766,0.006766,0.006766
100,24557,1.79711,2.05081,1.96367,0.61512,0.7049,0.69989,0.54156,1.71427,1.88263,2.03747,0.006733,0.006733,0.006733
101,24771.1,1.79663,2.08187,1.95132,0.60257,0.72965,0.70266,0.54444,1.7133,1.89484,2.03715,0.0067,0.0067,0.0067
102,24985.4,1.78414,1.99373,1.95179,0.62152,0.72415,0.70705,0.54538,1.72175,1.87879,2.04982,0.006667,0.006667,0.006667
103,25199.7,1.77687,2.00758,1.95288,0.61952,0.7082,0.69817,0.5391,1.71643,1.93611,2.04857,0.006634,0.006634,0.006634
104,25414.9,1.8166,2.00285,1.96786,0.6096,0.72705,0.70753,0.54806,1.71086,1.89481,2.04501,0.006601,0.006601,0.006601
105,25630.1,1.79812,2.02698,1.96874,0.6028,0.72002,0.69766,0.53782,1.71263,1.90276,2.05552,0.006568,0.006568,0.006568
106,25845,1.81122,2.04133,1.95938,0.60805,0.72533,0.70583,0.546,1.70089,1.8969,2.04758,0.006535,0.006535,0.006535
107,26059.7,1.80631,2.10029,1.96199,0.60276,0.71975,0.70305,0.54501,1.7003,1.89548,2.04801,0.006502,0.006502,0.006502
108,26274.7,1.77799,1.97676,1.96276,0.59658,0.7291,0.69995,0.54214,1.69687,1.90398,2.05677,0.006469,0.006469,0.006469
109,26489.8,1.79733,1.9819,1.95713,0.62422,0.70402,0.70446,0.54481,1.70115,1.89274,2.04331,0.006436,0.006436,0.006436
110,26704.9,1.78769,1.97053,1.95809,0.60983,0.72992,0.70835,0.54911,1.69696,1.91348,2.04861,0.006403,0.006403,0.006403
111,26919.8,1.79475,2.04325,1.96058,0.60232,0.728,0.70316,0.54272,1.70322,1.90323,2.05359,0.00637,0.00637,0.00637
112,27133.9,1.78008,1.99365,1.95776,0.6022,0.72778,0.71011,0.55003,1.702,1.86558,2.05866,0.006337,0.006337,0.006337
113,27347.1,1.79177,2.00299,1.95854,0.60223,0.7214,0.70308,0.54356,1.7069,1.89422,2.05234,0.006304,0.006304,0.006304
114,27560.9,1.78114,1.97097,1.96012,0.61432,0.7291,0.7128,0.55153,1.70128,1.87466,2.05069,0.006271,0.006271,0.006271
115,27773.9,1.79023,1.99151,1.97732,0.59685,0.7423,0.71056,0.54975,1.70407,1.88276,2.05203,0.006238,0.006238,0.006238
116,27987.1,1.80756,1.98122,1.966,0.62895,0.69417,0.70988,0.54774,1.70167,1.89876,2.05199,0.006205,0.006205,0.006205
117,28203.9,1.78399,1.94348,1.96363,0.61157,0.72937,0.70407,0.54561,1.69064,1.88397,2.04438,0.006172,0.006172,0.006172
118,28434.2,1.76233,1.88117,1.93673,0.62048,0.71764,0.7068,0.54823,1.68973,1.93665,2.02924,0.006139,0.006139,0.006139
119,28671.9,1.78028,1.95088,1.96178,0.61677,0.72857,0.71208,0.55144,1.69612,1.90076,2.03907,0.006106,0.006106,0.006106
120,28893.8,1.78721,1.96241,1.95077,0.62485,0.70956,0.70691,0.54763,1.7002,1.90951,2.04215,0.006073,0.006073,0.006073
121,29110.5,1.77305,1.96366,1.95799,0.6155,0.7324,0.70703,0.54707,1.69536,1.9016,2.05073,0.00604,0.00604,0.00604
122,29329.4,1.77187,1.94244,1.95202,0.60461,0.72211,0.70357,0.54482,1.70311,1.92607,2.04484,0.006007,0.006007,0.006007
123,29548.2,1.7735,1.97982,1.96142,0.60743,0.73833,0.706,0.54579,1.69479,1.94629,2.04725,0.005974,0.005974,0.005974
124,29767.3,1.78506,1.90629,1.95421,0.62134,0.7302,0.71008,0.55024,1.70386,1.90777,2.04947,0.005941,0.005941,0.005941
125,29987,1.774,1.90762,1.95163,0.62,0.7258,0.70704,0.54605,1.70787,1.92262,2.04872,0.005908,0.005908,0.005908
126,30205.7,1.77112,1.93074,1.95498,0.61129,0.73053,0.70189,0.54416,1.71009,1.94788,2.03919,0.005875,0.005875,0.005875
127,30424.9,1.77136,1.89682,1.95526,0.62911,0.71517,0.71055,0.54972,1.70623,1.92218,2.04232,0.005842,0.005842,0.005842
128,30643.6,1.75198,1.93197,1.94719,0.61609,0.7115,0.70472,0.54731,1.69431,1.93572,2.03172,0.005809,0.005809,0.005809
129,30862.1,1.75996,1.90438,1.9473,0.61803,0.72002,0.70929,0.55067,1.69541,1.93822,2.01967,0.005776,0.005776,0.005776
130,31078.7,1.76728,1.89848,1.93917,0.63392,0.70105,0.70852,0.5504,1.69573,1.92248,2.03363,0.005743,0.005743,0.005743
131,31294.6,1.74977,1.85677,1.95382,0.60416,0.7247,0.70902,0.54989,1.69914,1.91878,2.03536,0.00571,0.00571,0.00571
132,31514.2,1.76537,1.89121,1.94289,0.61577,0.7203,0.70705,0.54802,1.69495,1.92395,2.0224,0.005677,0.005677,0.005677
133,31732.4,1.75224,1.87794,1.94017,0.61834,0.71452,0.70728,0.54848,1.69551,1.92279,2.03474,0.005644,0.005644,0.005644
134,31950.3,1.76653,1.83988,1.9406,0.61838,0.71396,0.70748,0.54995,1.68997,1.94932,2.02779,0.005611,0.005611,0.005611
135,32168.2,1.75249,1.86087,1.93465,0.60296,0.73102,0.70826,0.55071,1.68954,1.95701,2.02795,0.005578,0.005578,0.005578
136,32386.2,1.74023,1.90858,1.94335,0.60586,0.7236,0.70294,0.54574,1.68588,1.94231,2.03184,0.005545,0.005545,0.005545
137,32605.4,1.74636,1.84778,1.94713,0.62747,0.70877,0.70775,0.54939,1.6914,1.93066,2.03416,0.005512,0.005512,0.005512
138,32823.3,1.74927,1.85886,1.93891,0.61281,0.72635,0.69897,0.54158,1.69292,1.94268,2.03552,0.005479,0.005479,0.005479
139,33042.2,1.75312,1.86048,1.94706,0.6179,0.7214,0.70197,0.54582,1.69205,1.93436,2.02832,0.005446,0.005446,0.005446
140,33261.7,1.76712,1.81009,1.94224,0.59678,0.74257,0.70666,0.54823,1.69406,1.94329,2.01697,0.005413,0.005413,0.005413
141,33489,1.74167,1.86747,1.93341,0.60635,0.73047,0.70639,0.54717,1.69801,1.94911,2.03572,0.00538,0.00538,0.00538
142,33817.3,1.74993,1.84869,1.95221,0.62103,0.71562,0.70677,0.54733,1.68729,1.93864,2.03939,0.005347,0.005347,0.005347
143,34147.1,1.75567,1.84614,1.94581,0.62007,0.71535,0.70649,0.54689,1.6933,1.94473,2.03807,0.005314,0.005314,0.005314
144,34470.5,1.75774,1.84931,1.94207,0.61246,0.72607,0.70542,0.54683,1.69538,1.95515,2.03169,0.005281,0.005281,0.005281
145,34803.5,1.7515,1.81246,1.94205,0.6095,0.7346,0.70478,0.54759,1.69434,1.94494,2.03936,0.005248,0.005248,0.005248
146,35146.1,1.75663,1.859,1.95269,0.61443,0.72607,0.70263,0.54514,1.7001,1.94925,2.03916,0.005215,0.005215,0.005215
147,35494.3,1.73711,1.8103,1.94481,0.63107,0.70297,0.70277,0.54673,1.69219,1.94537,2.0408,0.005182,0.005182,0.005182
148,35827.8,1.75325,1.78841,1.94635,0.60805,0.72937,0.70261,0.54578,1.69433,1.9431,2.04338,0.005149,0.005149,0.005149
149,36155.6,1.74428,1.82194,1.92918,0.61516,0.71645,0.70507,0.54764,1.7006,1.95434,2.04118,0.005116,0.005116,0.005116
150,36453.9,1.7335,1.80093,1.9455,0.62065,0.71904,0.70536,0.54731,1.70525,1.99149,2.04397,0.005083,0.005083,0.005083
151,36781.5,1.74702,1.7668,1.93676,0.62157,0.71645,0.70428,0.54679,1.70152,2.01079,2.04049,0.00505,0.00505,0.00505
152,37053.8,1.734,1.75159,1.94176,0.63517,0.6895,0.70243,0.54507,1.70293,2.01386,2.04681,0.005017,0.005017,0.005017
153,37318.7,1.74065,1.7593,1.94369,0.62475,0.70652,0.70316,0.54508,1.70368,1.97939,2.05373,0.004984,0.004984,0.004984
154,37621.8,1.72743,1.81242,1.93054,0.60679,0.739,0.70741,0.54813,1.69939,1.98052,2.05091,0.004951,0.004951,0.004951
155,37893.3,1.73845,1.80738,1.93889,0.62323,0.71975,0.70552,0.54535,1.70094,1.97405,2.04322,0.004918,0.004918,0.004918
156,38136.6,1.73486,1.76677,1.93826,0.61517,0.71134,0.70039,0.54223,1.7003,1.98642,2.04176,0.004885,0.004885,0.004885
157,38358.3,1.73416,1.77321,1.94674,0.60702,0.73281,0.6993,0.53988,1.70314,1.99137,2.04693,0.004852,0.004852,0.004852
158,38575.7,1.74209,1.77481,1.94272,0.60596,0.72167,0.69779,0.53896,1.70291,2.01147,2.04687,0.004819,0.004819,0.004819
159,38800.5,1.74739,1.75362,1.9494,0.604,0.7346,0.69968,0.5421,1.70564,2.01468,2.04669,0.004786,0.004786,0.004786
160,39022.1,1.74014,1.7956,1.94229,0.597,0.73623,0.69818,0.53944,1.70731,2.00898,2.04671,0.004753,0.004753,0.004753
161,39247.2,1.73657,1.73572,1.94628,0.59764,0.7379,0.69482,0.53736,1.69771,2.03326,2.04756,0.00472,0.00472,0.00472
162,39466.9,1.71635,1.74252,1.94425,0.6179,0.70132,0.69581,0.53897,1.69773,2.02958,2.04436,0.004687,0.004687,0.004687
163,39689.3,1.71155,1.7772,1.93056,0.59813,0.72992,0.69916,0.54196,1.70082,2.02172,2.04748,0.004654,0.004654,0.004654
164,39912.5,1.71101,1.74833,1.93421,0.616,0.70457,0.7017,0.54477,1.70318,2.03689,2.049,0.004621,0.004621,0.004621
